Transaction_ID,Date,Transaction_Type,Category,Sub_Category,Description,Amount,Payment_Method,Account,Income_Source,Budget
TXN00731,2025-11-13,Expense,Groceries,Vegetables & Fruits,Grocery Shopping,3218.0,Credit Card,SBI,Not Applicable,8000.0
TXN00732,2025-10-11,Expense,Personal Care,Salon,Skincare Products,2726.0,Net Banking,SBI,Not Applicable,4000.0
TXN00733,2025-06-06,Expense,Insurance,Term Plan,Life Insurance Premium,14114.0,Credit Card,Cash Wallet,Not Applicable,12000.0
TXN00734,2025-01-17,Expense,Bills & Utilities,Mobile,Water Bill,1910.0,Cash,HDFC Bank,Not Applicable,6000.0
TXN00735,2025-06-29,Expense,Transportation,Metro,Fuel Top-up,1267.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00736,2025-12-10,Expense,Entertainment,Music,Concert Ticket,1371.0,Cash,SBI,Not Applicable,4000.0
TXN00737,2025-01-31,Expense,Transportation,Bus,Metro Card Recharge,536.0,Net Banking,Axis Bank,Not Applicable,5000.0
TXN00738,2025-03-20,Expense,Groceries,Dairy & Bakery,Supermarket Bill,5246.0,Cash,SBI,Not Applicable,8000.0
TXN00739,2025-11-02,Expense,Personal Care,Gym Membership,Gym Membership,2436.0,Net Banking,HDFC Bank,Not Applicable,4000.0
TXN00740,2025-07-27,Expense,Groceries,Dairy & Bakery,Grocery Shopping,2811.0,Bank Transfer,SBI,Not Applicable,8000.0
TXN00741,2025-03-04,Expense,Groceries,Monthly Grocery,Grocery Shopping,5598.0,Debit Card,SBI,Not Applicable,8000.0
TXN00742,2025-01-09,Expense,Healthcare,Medicine,Lab Test,2038.0,UPI,SBI,Not Applicable,5000.0
TXN00743,2025-05-30,Expense,Bills & Utilities,Water,Broadband Bill,1456.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN00744,2025-08-06,Expense,Groceries,Vegetables & Fruits,Vegetables & Fruits,886.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN00745,2025-11-03,Expense,Bills & Utilities,Mobile,Internet Bill,2402.0,Cash,SBI,Not Applicable,6000.0
TXN00746,2025-11-19,Expense,Bills & Utilities,Internet,Internet Bill,2655.0,Cash,HDFC Bank,Not Applicable,6000.0
TXN00747,2025-06-17,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,2378.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN00748,2025-06-04,Expense,Groceries,Monthly Grocery,Vegetables & Fruits,3705.0,UPI,Axis Bank,Not Applicable,8000.0
TXN00749,2025-12-06,Expense,Travel,Hotel,Hotel Booking,27513.0,Credit Card,HDFC Bank,Not Applicable,15000.0
TXN00750,2025-10-11,Expense,Rent,Monthly Rent,Monthly Rent Payment,24332.0,Debit Card,SBI,Not Applicable,20000.0
TXN00751,2025-03-18,Expense,Personal Care,Salon,Grooming Kit,2650.0,Credit Card,HDFC Bank,Not Applicable,4000.0
TXN00752,2025-09-06,Expense,Groceries,Dairy & Bakery,Grocery Shopping,2663.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN00753,2025-09-19,Expense,Entertainment,Concerts,Gaming Purchase,1255.0,Net Banking,Cash Wallet,Not Applicable,4000.0
TXN00754,2025-03-27,Expense,Travel,Flight,Train Ticket,35914.0,Credit Card,SBI,Not Applicable,15000.0
TXN00755,2025-12-23,Expense,Transportation,Bus,Cab Ride,2431.0,UPI,SBI,Not Applicable,5000.0
TXN00756,2025-04-19,Expense,Transportation,Vehicle Maintenance,Petrol Refill,2158.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN00757,2025-07-20,Expense,Rent,Monthly Rent,House Rent,12158.0,Bank Transfer,ICICI Bank,Not Applicable,20000.0
TXN00758,2025-06-30,Expense,Rent,Monthly Rent,House Rent,22497.0,Credit Card,SBI,Not Applicable,20000.0
TXN00759,2025-09-10,Expense,Bills & Utilities,Internet,Electricity Bill,3782.0,Bank Transfer,Axis Bank,Not Applicable,6000.0
TXN00760,2025-11-26,Expense,Food,Restaurants,Coffee At Cafe,1348.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00761,2025-05-24,Expense,Shopping,Clothing,New Electronics,4342.0,Cash,SBI,Not Applicable,10000.0
TXN00762,2025-05-21,Expense,Bills & Utilities,Water,Electricity Bill,2789.0,Credit Card,Axis Bank,Not Applicable,6000.0
TXN00763,2025-10-02,Expense,Healthcare,Medical Consultation,Doctor Consultation,6802.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN00764,2025-12-14,Expense,Groceries,Monthly Grocery,Vegetables & Fruits,4805.0,Credit Card,SBI,Not Applicable,8000.0
TXN00765,2025-11-28,Expense,Transportation,Cab,Uber Ride,131.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN00766,2025-10-02,Expense,Travel,Train,Weekend Getaway,5070.0,Cash,Cash Wallet,Not Applicable,15000.0
TXN00767,2025-09-14,Expense,Groceries,Monthly Grocery,Supermarket Bill,4341.0,Cash,Axis Bank,Not Applicable,8000.0
TXN00768,2025-10-08,Expense,Healthcare,Medicine,Medical Checkup,7377.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN00769,2025-12-08,Expense,Shopping,Clothing,Amazon Purchase,11365.0,Cash,ICICI Bank,Not Applicable,10000.0
TXN00770,2025-01-04,Expense,Entertainment,Movies,Spotify Subscription,2974.0,Credit Card,HDFC Bank,Not Applicable,4000.0
TXN00771,2025-08-03,Expense,Groceries,Supermarket,Supermarket Bill,769.0,Credit Card,Axis Bank,Not Applicable,8000.0
TXN00772,2025-01-13,Expense,Shopping,Accessories,New Electronics,6412.0,UPI,SBI,Not Applicable,10000.0
TXN00773,2025-07-30,Expense,Food,Fast Food,Restaurant Dinner,227.0,UPI,Axis Bank,Not Applicable,8000.0
TXN00774,2025-05-25,Expense,Shopping,Electronics,Flipkart Order,8457.0,Credit Card,Axis Bank,Not Applicable,10000.0
TXN00775,2025-04-22,Expense,Healthcare,Lab Test,Pharmacy Bill,3268.0,Cash,Cash Wallet,Not Applicable,5000.0
TXN00776,2025-11-22,Expense,Food,Fast Food,Weekend Brunch,1484.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN00777,2025-09-17,Expense,Healthcare,Lab Test,Medical Checkup,3020.0,Cash,Axis Bank,Not Applicable,5000.0
TXN00778,2025-07-27,Expense,Groceries,Vegetables & Fruits,Supermarket Bill,3209.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN00779,2025-11-18,Expense,Education,Books & Materials,College Fees,6874.0,Cash,SBI,Not Applicable,15000.0
TXN00780,2025-02-05,Expense,Travel,Trip Package,Flight Ticket,8299.0,UPI,HDFC Bank,Not Applicable,15000.0
TXN00781,2025-08-24,Expense,Personal Care,Salon,Skincare Products,312.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN00782,2025-02-27,Expense,Healthcare,Lab Test,Medicine Purchase,4895.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN00783,2025-03-27,Expense,Insurance,Term Plan,Life Insurance Premium,10829.0,Cash,HDFC Bank,Not Applicable,12000.0
TXN00784,2025-03-09,Expense,Insurance,Term Plan,Term Plan Premium,11608.0,UPI,ICICI Bank,Not Applicable,12000.0
TXN00785,2025-07-18,Expense,Transportation,Vehicle Maintenance,Car Service,1854.0,UPI,SBI,Not Applicable,5000.0
TXN00786,2025-08-18,Expense,Bills & Utilities,Mobile,Mobile Recharge,4184.0,Net Banking,Axis Bank,Not Applicable,6000.0
TXN00787,2025-10-03,Expense,Entertainment,Music,Concert Ticket,921.0,Cash,SBI,Not Applicable,4000.0
TXN00788,2025-06-10,Expense,Food,Restaurants,Weekend Brunch,695.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN00789,2025-12-09,Expense,Transportation,Cab,Metro Card Recharge,1490.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN00790,2025-05-17,Expense,Food,Restaurants,Weekend Brunch,615.0,Cash,SBI,Not Applicable,8000.0
TXN00791,2025-02-27,Expense,Bills & Utilities,Internet,Broadband Bill,1808.0,Cash,Axis Bank,Not Applicable,6000.0
TXN00792,2025-01-14,Expense,Insurance,Life Insurance,Vehicle Insurance,7612.0,Credit Card,Axis Bank,Not Applicable,12000.0
TXN00793,2025-02-16,Expense,Bills & Utilities,Water,Mobile Recharge,2769.0,Credit Card,SBI,Not Applicable,6000.0
TXN00794,2025-06-12,Expense,Food,Fast Food,Coffee At Cafe,256.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN00795,2025-05-31,Expense,Healthcare,Medicine,Pharmacy Bill,579.0,Net Banking,Axis Bank,Not Applicable,5000.0
TXN00796,2025-11-08,Expense,Bills & Utilities,Electricity,Electricity Bill,1473.0,Bank Transfer,HDFC Bank,Not Applicable,6000.0
TXN00797,2025-02-15,Expense,Transportation,Fuel,Metro Card Recharge,1033.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN00798,2025-04-06,Expense,Food,Restaurants,Restaurant Dinner,213.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN00799,2025-12-24,Expense,Shopping,Electronics,New Electronics,3051.0,Debit Card,HDFC Bank,Not Applicable,10000.0
TXN00800,2025-01-11,Expense,Insurance,Life Insurance,Health Insurance Premium,3649.0,Credit Card,HDFC Bank,Not Applicable,12000.0
TXN00801,2025-06-04,Expense,Other,Donation,Donation,1870.0,Cash,Cash Wallet,Not Applicable,5000.0
TXN00802,2025-03-14,Expense,Food,Fast Food,Team Lunch,370.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN00803,2025-07-14,Expense,Bills & Utilities,Electricity,Internet Bill,4677.0,Credit Card,HDFC Bank,Not Applicable,6000.0
TXN00804,2025-12-22,Expense,Other,Gifts,Gift Purchase,1981.0,Credit Card,Cash Wallet,Not Applicable,5000.0
TXN00805,2025-03-24,Expense,Food,Fast Food,Team Lunch,886.0,Cash,Axis Bank,Not Applicable,8000.0
TXN00806,2025-05-16,Expense,Food,Cafe,Food Delivery Order,1036.0,UPI,ICICI Bank,Not Applicable,8000.0
TXN00807,2025-06-13,Expense,Food,Food Delivery,Fast Food Lunch,1293.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00808,2025-10-19,Expense,Travel,Trip Package,Weekend Getaway,2284.0,Bank Transfer,HDFC Bank,Not Applicable,15000.0
TXN00809,2025-12-26,Expense,Entertainment,Concerts,Netflix Subscription,1831.0,Credit Card,Axis Bank,Not Applicable,4000.0
TXN00810,2025-02-05,Expense,Education,Course Fee,Online Course Fee,17735.0,Cash,ICICI Bank,Not Applicable,15000.0
TXN00811,2025-06-28,Expense,Transportation,Vehicle Maintenance,Uber Ride,2211.0,Bank Transfer,Axis Bank,Not Applicable,5000.0
TXN00812,2025-10-02,Expense,Bills & Utilities,Mobile,Internet Bill,704.0,Bank Transfer,SBI,Not Applicable,6000.0
TXN00813,2025-01-04,Expense,Food,Restaurants,Team Lunch,396.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN00814,2025-10-22,Expense,Transportation,Cab,Metro Card Recharge,1075.0,UPI,SBI,Not Applicable,5000.0
TXN00815,2025-03-30,Expense,Groceries,Supermarket,Supermarket Bill,5314.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00816,2025-07-09,Expense,Groceries,Supermarket,Grocery Shopping,5524.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN00817,2025-12-24,Expense,Shopping,Accessories,Amazon Purchase,636.0,Credit Card,SBI,Not Applicable,10000.0
TXN00818,2025-08-20,Expense,Personal Care,Salon,Grooming Kit,2915.0,Bank Transfer,HDFC Bank,Not Applicable,4000.0
TXN00819,2025-12-28,Expense,Education,College Fees,Online Course Fee,14031.0,Debit Card,SBI,Not Applicable,15000.0
TXN00820,2025-08-09,Expense,Shopping,Clothing,New Electronics,2608.0,Credit Card,ICICI Bank,Not Applicable,10000.0
TXN00821,2025-03-18,Expense,Entertainment,Netflix Subscription,Netflix Subscription,2802.0,Bank Transfer,ICICI Bank,Not Applicable,4000.0
TXN00822,2025-09-10,Expense,Groceries,Supermarket,Monthly Grocery,4405.0,Credit Card,Axis Bank,Not Applicable,8000.0
TXN00823,2025-08-13,Expense,Personal Care,Salon,Skincare Products,979.0,Net Banking,HDFC Bank,Not Applicable,4000.0
TXN00824,2025-04-24,Expense,Education,College Fees,College Fees,6791.0,Debit Card,HDFC Bank,Not Applicable,15000.0
TXN00825,2025-01-29,Expense,Healthcare,Medical Consultation,Doctor Consultation,5000.0,Cash,Axis Bank,Not Applicable,5000.0
TXN00826,2025-08-25,Expense,Groceries,Supermarket,Vegetables & Fruits,3519.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN00827,2025-07-30,Expense,Entertainment,Water,Water Bill,1287.0,Bank Transfer,Cash Wallet,Not Applicable,4000.0
TXN00828,2025-10-10,Expense,Food,Cafe,Weekend Brunch,924.0,Debit Card,SBI,Not Applicable,8000.0
TXN00829,2025-02-15,Expense,Groceries,Supermarket,Grocery Shopping,4759.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN00830,2025-07-16,Expense,Food,Fast Food,Restaurant Dinner,1146.0,Credit Card,SBI,Not Applicable,8000.0
TXN00831,2025-10-26,Expense,Personal Care,Gym Membership,Grooming Kit,2155.0,Cash,SBI,Not Applicable,4000.0
TXN00832,2025-11-22,Expense,Travel,Trip Package,Weekend Getaway,5479.0,Cash,SBI,Not Applicable,15000.0
TXN00833,2025-12-09,Expense,Transportation,Metro,Bus Ticket,1869.0,Cash,ICICI Bank,Not Applicable,5000.0
TXN00834,2025-03-19,Expense,Healthcare,Doctor Visit,Medicine Purchase,1388.0,Debit Card,SBI,Not Applicable,5000.0
TXN00835,2025-03-05,Expense,Groceries,Supermarket,Monthly Grocery,2579.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN00836,2025-07-30,Expense,Food,Fast Food,Fast Food Lunch,407.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN00837,2025-06-18,Expense,Travel,Train,Trip Package,2189.0,Credit Card,HDFC Bank,Not Applicable,15000.0
TXN00838,2025-03-27,Expense,Entertainment,Music,Movie Ticket,2784.0,Net Banking,Axis Bank,Not Applicable,4000.0
TXN00839,2025-02-07,Expense,Bills & Utilities,Internet,Water Bill,4884.0,Credit Card,ICICI Bank,Not Applicable,6000.0
TXN00840,2025-02-22,Expense,Entertainment,Concerts,Spotify Subscription,859.0,Credit Card,Cash Wallet,Not Applicable,4000.0
TXN00841,2025-05-04,Expense,Food,Food Delivery,Food Delivery Order,1192.0,Cash,Axis Bank,Not Applicable,8000.0
TXN00842,2025-09-27,Expense,Rent,Monthly Rent,Monthly Rent Payment,13972.0,Cash,Cash Wallet,Not Applicable,20000.0
TXN00843,2025-01-24,Expense,Transportation,Metro,Metro Card Recharge,1133.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN00844,2025-02-08,Expense,Personal Care,Salon,Gym Membership,1449.0,Debit Card,Cash Wallet,Not Applicable,4000.0
TXN00845,2025-04-07,Expense,Transportation,Bus,Metro Card Recharge,1149.0,Net Banking,SBI,Not Applicable,5000.0
TXN00846,2025-11-15,Expense,Other,Miscellaneous,Miscellaneous Expense,2198.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN00847,2025-12-28,Expense,Personal Care,Grooming,Skincare Products,1911.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN00848,2025-06-10,Expense,Transportation,Cab,Metro Card Recharge,329.0,Credit Card,SBI,Not Applicable,5000.0
TXN00849,2025-01-17,Expense,Groceries,Dairy & Bakery,Supermarket Bill,2240.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN00850,2025-01-05,Expense,Bills & Utilities,Electricity,Water Bill,4620.0,Cash,SBI,Not Applicable,6000.0
TXN00851,2025-11-10,Expense,Personal Care,Grooming,Haircut At Salon,2901.0,Bank Transfer,HDFC Bank,Not Applicable,4000.0
TXN00852,2025-06-12,Expense,Food,Fast Food,Fast Food Lunch,634.0,UPI,Axis Bank,Not Applicable,8000.0
TXN00853,2025-01-29,Expense,Transportation,Metro,Fuel Top-up,529.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN00854,2025-11-01,Expense,Groceries,Monthly Grocery,Vegetables & Fruits,4218.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN00855,2025-07-13,Expense,Entertainment,Netflix Subscription,Gaming Purchase,2822.0,Credit Card,SBI,Not Applicable,4000.0
TXN00856,2025-05-08,Expense,Transportation,Metro,Bus Ticket,1658.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN00857,2025-06-15,Expense,Entertainment,Gaming,Netflix Subscription,2069.0,UPI,Cash Wallet,Not Applicable,4000.0
TXN00858,2025-03-24,Expense,Transportation,Metro,Cab Ride,864.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00859,2025-12-07,Expense,Bills & Utilities,Internet,Electricity Bill,1207.0,Credit Card,SBI,Not Applicable,6000.0
TXN00860,2025-10-15,Expense,Food,Cafe,Food Delivery Order,1420.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN00861,2025-03-14,Expense,Personal Care,Gym Membership,Skincare Products,320.0,UPI,SBI,Not Applicable,4000.0
TXN00862,2025-09-26,Expense,Groceries,Dairy & Bakery,Dairy Products,812.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00863,2025-03-07,Expense,Shopping,Online Shopping,Amazon Purchase,2490.0,Credit Card,ICICI Bank,Not Applicable,10000.0
TXN00864,2025-06-15,Expense,Food,Food Delivery,Fast Food Lunch,988.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN00865,2025-10-01,Expense,Travel,Train,Flight Ticket,8984.0,Bank Transfer,SBI,Not Applicable,15000.0
TXN00866,2025-01-14,Expense,Education,College Fees,Online Course Fee,3971.0,Debit Card,SBI,Not Applicable,15000.0
TXN00867,2025-09-22,Expense,Shopping,Clothing,Amazon Purchase,1155.0,UPI,Axis Bank,Not Applicable,10000.0
TXN00868,2025-03-24,Expense,Shopping,Online Shopping,Accessories Purchase,11590.0,Bank Transfer,Cash Wallet,Not Applicable,10000.0
TXN00869,2025-09-13,Expense,Travel,Flight,Flight Ticket,28245.0,Cash,SBI,Not Applicable,15000.0
TXN00870,2025-07-02,Expense,Transportation,Fuel,Uber Ride,1530.0,UPI,SBI,Not Applicable,5000.0
TXN00871,2025-01-10,Expense,Entertainment,Music,Netflix Subscription,2956.0,Net Banking,ICICI Bank,Not Applicable,4000.0
TXN00872,2025-10-06,Expense,Food,Cafe,Restaurant Dinner,598.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN00873,2025-04-05,Expense,Rent,Monthly Rent,Monthly Rent Payment,24181.0,Net Banking,SBI,Not Applicable,20000.0
TXN00874,2025-12-14,Expense,Rent,Monthly Rent,House Rent,12750.0,Credit Card,Cash Wallet,Not Applicable,20000.0
TXN00875,2025-11-03,Expense,Travel,Flight,Flight Ticket,7445.0,Bank Transfer,ICICI Bank,Not Applicable,15000.0
TXN00876,2025-03-12,Expense,Transportation,Metro,Cab Ride,1406.0,UPI,ICICI Bank,Not Applicable,5000.0
TXN00877,2025-08-08,Expense,Entertainment,Concerts,Concert Ticket,1732.0,Debit Card,ICICI Bank,Not Applicable,4000.0
TXN00878,2025-05-13,Expense,Food,Restaurants,Food Delivery Order,1161.0,Bank Transfer,SBI,Not Applicable,8000.0
TXN00879,2025-08-08,Expense,Personal Care,Grooming,Skincare Products,2799.0,Cash,Cash Wallet,Not Applicable,4000.0
TXN00880,2025-07-23,Expense,Food,Fast Food,Fast Food Lunch,235.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN00881,2025-04-19,Expense,Shopping,Clothing,Flipkart Order,9592.0,Net Banking,Cash Wallet,Not Applicable,10000.0
TXN00882,2025-08-26,Expense,Food,Cafe,Team Lunch,584.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN00883,2025-04-05,Expense,Shopping,Clothing,Amazon Purchase,3654.0,Credit Card,ICICI Bank,Not Applicable,10000.0
TXN00884,2025-11-28,Expense,Groceries,Monthly Grocery,Vegetables & Fruits,1265.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN00885,2025-12-12,Expense,Entertainment,Music,Gaming Purchase,1997.0,Credit Card,SBI,Not Applicable,4000.0
TXN00886,2025-03-02,Expense,Bills & Utilities,Internet,Internet Bill,2736.0,UPI,SBI,Not Applicable,6000.0
TXN00887,2025-09-23,Expense,Transportation,Fuel,Petrol Refill,2388.0,UPI,SBI,Not Applicable,5000.0
TXN00888,2025-12-06,Expense,Shopping,Electronics,Accessories Purchase,10830.0,Credit Card,Cash Wallet,Not Applicable,10000.0
TXN00889,2025-02-16,Expense,Personal Care,Skincare,Grooming Kit,522.0,Credit Card,Cash Wallet,Not Applicable,4000.0
TXN00890,2025-09-27,Expense,Shopping,Accessories,Flipkart Order,10613.0,Net Banking,SBI,Not Applicable,10000.0
TXN00891,2025-12-09,Expense,Other,Gifts,Donation,886.0,Cash,Cash Wallet,Not Applicable,5000.0
TXN00892,2025-03-24,Expense,Food,Fast Food,Fast Food Lunch,224.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN00893,2025-08-01,Expense,Healthcare,Medicine,Doctor Consultation,911.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN00894,2025-10-19,Expense,Food,Cafe,Restaurant Dinner,561.0,Debit Card,HDFC Bank,Not Applicable,8000.0
TXN00895,2025-05-02,Expense,Transportation,Metro,Fuel Top-up,2381.0,Net Banking,SBI,Not Applicable,5000.0
TXN00896,2025-03-28,Expense,Insurance,Health Insurance,Life Insurance Premium,10342.0,Cash,Axis Bank,Not Applicable,12000.0
TXN00897,2025-05-25,Expense,Travel,Train,Train Ticket,20372.0,Net Banking,ICICI Bank,Not Applicable,15000.0
TXN00898,2025-05-03,Expense,Shopping,Accessories,Online Shopping,8143.0,UPI,ICICI Bank,Not Applicable,10000.0
TXN00899,2025-09-22,Expense,Transportation,Fuel,Petrol Refill,517.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00900,2025-05-16,Expense,Entertainment,Concerts,Netflix Subscription,407.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN00901,2025-05-18,Expense,Shopping,Electronics,New Electronics,7159.0,Net Banking,ICICI Bank,Not Applicable,10000.0
TXN00902,2025-12-11,Expense,Rent,Monthly Rent,Monthly Rent Payment,24562.0,Debit Card,Axis Bank,Not Applicable,20000.0
TXN00903,2025-07-31,Expense,Rent,Monthly Rent,House Rent,12344.0,Debit Card,HDFC Bank,Not Applicable,20000.0
TXN00904,2025-12-06,Expense,Shopping,Online Shopping,Clothing Shopping,11993.0,Credit Card,HDFC Bank,Not Applicable,10000.0
TXN00905,2025-09-17,Expense,Food,Cafe,Team Lunch,116.0,UPI,ICICI Bank,Not Applicable,8000.0
TXN00906,2025-11-20,Expense,Food,Cafe,Restaurant Dinner,1410.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN00907,2025-03-13,Expense,Education,Books & Materials,Books Purchase,2535.0,Credit Card,HDFC Bank,Not Applicable,15000.0
TXN00908,2025-12-09,Expense,Food,Cafe,Restaurant Dinner,522.0,UPI,SBI,Not Applicable,8000.0
TXN00909,2025-12-11,Expense,Bills & Utilities,Electricity,Water Bill,4066.0,Net Banking,ICICI Bank,Not Applicable,6000.0
TXN00910,2025-01-15,Expense,Groceries,Dairy & Bakery,Supermarket Bill,5168.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN00911,2025-05-11,Expense,Transportation,Bus,Petrol Refill,724.0,Bank Transfer,Axis Bank,Not Applicable,5000.0
TXN00912,2025-05-31,Expense,Transportation,Fuel,Uber Ride,911.0,Debit Card,SBI,Not Applicable,5000.0
TXN00913,2025-06-03,Expense,Personal Care,Skincare,Grooming Kit,1658.0,Credit Card,HDFC Bank,Not Applicable,4000.0
TXN00914,2025-10-12,Expense,Groceries,Vegetables & Fruits,Vegetables & Fruits,1069.0,UPI,Axis Bank,Not Applicable,8000.0
TXN00915,2025-09-12,Expense,Entertainment,Gaming,Spotify Subscription,1830.0,Net Banking,Cash Wallet,Not Applicable,4000.0
TXN00916,2025-03-19,Expense,Bills & Utilities,Water,Broadband Bill,846.0,UPI,Cash Wallet,Not Applicable,6000.0
TXN00917,2025-08-11,Expense,Shopping,Clothing,Flipkart Order,4598.0,Debit Card,ICICI Bank,Not Applicable,10000.0
